person_id,start,end,government,role
i-Q6uWG1k3pbJio9CebNs3Cz,2007-09-05,2012-03-29,Regeringen Reinfeldt,försvarsminister
i-AvFShRZVEyBV61S19AKNGK,2007-09-12,2014-10-03,Regeringen Reinfeldt,utbildningsminister
i-NZES3NTTAs3ZaBTU3RVkYE,2007-09-12,2009-06-17,Regeringen Reinfeldt,högskoleminister
i-Vuf2iovr2aWWgDThaeqMPN,2007-09-12,2014-10-03,Regeringen Reinfeldt,handelsminister
i-UnkrZ3NAvoWXY6Krxbkudq,2009-06-17,2010-10-05,Regeringen Reinfeldt,högskoleminister
i-D8B2Xf6UADbqciPHrqFxSc,2010-02-02,2014-10-03,Regeringen Reinfeldt,EU-minister
i-KPGvtK4s6Zp3E6XH6vj18n,2010-07-07,2010-10-05,Regeringen Reinfeldt,arbetsmarknadsminister
i-AvFShRZVEyBV61S19AKNGK,2010-10-05,2014-10-03,Regeringen Reinfeldt,Statsministerns ställföretädare
i-AvFShRZVEyBV61S19AKNGK,2010-10-05,2014-10-03,Regeringen Reinfeldt,högskoleminister
i-B471TcSCwHNHrNRk1EdJek,2010-10-05,2014-10-03,Regeringen Reinfeldt,landsbygdsminister
i-D8B2Xf6UADbqciPHrqFxSc,2010-10-05,2014-10-03,Regeringen Reinfeldt,demokratiminister
i-D8B2Xf6UADbqciPHrqFxSc,2010-10-05,2014-10-03,Regeringen Reinfeldt,konsumentminister
i-Fa75ePV6JC2wN91aE4xcYD,2010-10-05,2014-10-03,Regeringen Reinfeldt,bostadsminister
i-Fa75ePV6JC2wN91aE4xcYD,2010-10-05,2014-10-03,Regeringen Reinfeldt,civilminister
i-Fa75ePV6JC2wN91aE4xcYD,2010-10-05,2014-10-03,Regeringen Reinfeldt,samfundsminister
i-FsQi9rLBPWwgHr8YrG1deY,2010-10-05,2014-10-03,Regeringen Reinfeldt,digitaliseringsminister
i-HAhJoyMXKr6u13gLG6SszU,2010-10-05,2013-09-17,Regeringen Reinfeldt,arbetsmarknadsminister
i-J7LihzSktwE55CCSfYQXLk,2010-10-05,2014-10-02,Regeringen Reinfeldt,infrastrukturminister
i-QKE6ihmLRJvwhV4neD6h7b,2010-10-05,2014-10-03,Regeringen Reinfeldt,integrationsminister
i-Rtt4vV6Vr1WnfJAi2Dn9hN,2010-10-05,2013-01-21,Regeringen Reinfeldt,biträdande utbildningsminister
i-SKjAmNScZ7eZ3a8Xy1J8hs,2010-10-05,2014-10-03,Regeringen Reinfeldt,barnminister
i-Uok5zUBBTH9yBmS5Uuuw5C,2010-10-05,2014-10-03,Regeringen Reinfeldt,finansmarknadsminister
i-Vuf2iovr2aWWgDThaeqMPN,2010-10-05,2014-10-03,Regeringen Reinfeldt,minister för nordiskt samarbete
i-bRyJHEKb5DCkicXkuZwMY,2010-10-05,2014-10-03,Regeringen Reinfeldt,socialförsäkringsminister
i-PRFN1BS8QWUhjjGAM8w3Fj,2010-10-06,2011-09-29,Regeringen Reinfeldt,näringsminister
i-NirXfc8JiwP3Ssuz3NR6e2,2011-09-23,2014-10-03,Regeringen Reinfeldt,näringsminister
i-85m2VX7KSiTFeJSnapgkxu,2011-09-29,2014-10-03,Regeringen Reinfeldt,miljöminister
i-FsQi9rLBPWwgHr8YrG1deY,2011-09-29,2014-10-03,Regeringen Reinfeldt,energiminister
i-J7LihzSktwE55CCSfYQXLk,2012-03-29,2012-04-18,Regeringen Reinfeldt,försvarsminister
i-9Rr7JqtzHpZv84evqPH4D8,2012-04-18,,Regeringen Reinfeldt,försvarsminister
i-MgBfeQnReGPU152Si12BRU,2013-01-21,2014-10-03,Regeringen Reinfeldt,biträdande utbildningsminister
i-MgBfeQnReGPU152Si12BRU,2013-01-21,2014-10-03,Regeringen Reinfeldt,jämställdhetsminister
i-MgBfeQnReGPU152Si12BRU,2013-01-21,2014-10-03,Regeringen Reinfeldt,ungdomsminister
i-84DiaFjYsBoBUQnKJiSte9,2013-09-17,2014-10-03,Regeringen Reinfeldt,arbetsmarknadsminister
i-HAhJoyMXKr6u13gLG6SszU,2013-09-17,2014-10-03,Regeringen Reinfeldt,biståndsminister
i-3FUZpwdM2vfsfx1xv9BrMk,2014-10-03,2016-05-25,Regeringen Löfven I,minister för nordiskt samarbete
i-5zZmScML2Rj5tCWwFkarcD,2014-10-03,2018-03-08,Regeringen Löfven I,jämställdhetsminister
i-6DUjgAy3EMiPSCDgTnkpXL,2014-10-03,2019-01-21,Regeringen Löfven I,landsbygdsminister
i-6sx2QJVNDz6kWWHQvy2hrG,2014-10-03,2017-07-27,Regeringen Löfven I,folkhälsominister
i-6sx2QJVNDz6kWWHQvy2hrG,2014-10-03,2017-07-27,Regeringen Löfven I,idrottsminister
i-6sx2QJVNDz6kWWHQvy2hrG,2014-10-03,2017-07-27,Regeringen Löfven I,sjukvårdsminister
i-74hLepsvAgUMEvVVtBCGuc,2014-10-03,2021-11-30,Regeringen Löfven I,finansminister
i-9VQB2AJUahVE6YUpda5FKN,2014-10-03,2019-10-01,Regeringen Löfven I,socialförsäkringsminister
i-A6T9WoUzRwW8LUK52znHwX,2014-10-03,2019-01-21,Regeringen Löfven I,energiminister
i-C2s3YhmmVmNkgvznmmnD4x,2014-10-03,2021-02-05,Regeringen Löfven I,finansmarknadsminister
i-C2s3YhmmVmNkgvznmmnD4x,2014-10-03,2019-01-21,Regeringen Löfven I,konsumentminister
i-CicdbyfBoitjsXT8ugY99b,2014-10-03,2019-01-21,Regeringen Löfven I,biståndsminister
i-DjeBWa5GvkPtwGp5yfccUZ,2014-10-03,2016-08-15,Regeringen Löfven I,ungdomsminister
i-FfCiJc8kVZcwio9wsCvVkH,2014-10-03,2016-04-18,Regeringen Löfven I,bostadsminister
i-FfCiJc8kVZcwio9wsCvVkH,2014-10-03,2016-04-18,Regeringen Löfven I,digitaliseringsminister
i-KCD2VhpJdc1azCNdSgfLQp,2014-10-03,2017-07-27,Regeringen Löfven I,infrastrukturminister
i-NW2TEoH8XmW9aSn2aKJ8EA,2014-10-03,2017-07-27,Regeringen Löfven I,inrikesminister
i-ST3KmJ7dwych9bUEkWZEu6,2014-10-03,2016-05-25,Regeringen Löfven I,miljöminister
i-SZKUTdtCrCo58yNCQsH76,2014-10-03,2019-09-10,Regeringen Löfven I,arbetsmarknadsminister
i-Spsbo7A5zikEeUY3JEYcNV,2014-10-03,2019-01-21,Regeringen Löfven I,näringsminister
i-UPW2cbGnTUbMZaKTrot5Bh,2014-10-03,2019-01-21,Regeringen Löfven I,justitieminister
i-UPW2cbGnTUbMZaKTrot5Bh,2014-10-03,2017-07-27,Regeringen Löfven I,migrationsminister
i-Uj7U5iTAaKpcG1mvQKxAc8,2014-10-03,2019-01-21,Regeringen Löfven I,demokratiminister
i-Uj7U5iTAaKpcG1mvQKxAc8,2014-10-03,2019-01-21,Regeringen Löfven I,kulturminister
i-Uj7U5iTAaKpcG1mvQKxAc8,2014-10-03,2019-01-21,Regeringen Löfven I,samfundsminister
i-WVDVacqrD8GDk6UYBX3VJ2,2014-10-03,2019-01-21,Regeringen Löfven I,högskoleminister
i-aihY66rhb8LqCkSn8GhKt,2014-10-03,2019-09-10,Regeringen Löfven I,Statsministerns ställföretädare
i-aihY66rhb8LqCkSn8GhKt,2014-10-03,2019-09-10,Regeringen Löfven I,utrikesminister
i-74hLepsvAgUMEvVVtBCGuc,2014-10-03,2021-11-30,Regeringen Löfven II,finansminister
i-9VQB2AJUahVE6YUpda5FKN,2014-10-03,2019-10-01,Regeringen Löfven II,socialförsäkringsminister
i-C2s3YhmmVmNkgvznmmnD4x,2014-10-03,2021-02-05,Regeringen Löfven II,finansmarknadsminister
i-SZKUTdtCrCo58yNCQsH76,2014-10-03,2019-09-10,Regeringen Löfven II,arbetsmarknadsminister
i-aihY66rhb8LqCkSn8GhKt,2014-10-03,2019-09-10,Regeringen Löfven II,Statsministerns ställföretädare
i-74hLepsvAgUMEvVVtBCGuc,2014-10-03,2021-11-30,Regeringen Löfven III,finansminister
i-C2s3YhmmVmNkgvznmmnD4x,2016-04-18,2016-05-25,Regeringen Löfven I,bostadsminister
i-C2s3YhmmVmNkgvznmmnD4x,2016-04-18,2016-05-25,Regeringen Löfven I,digitaliseringsminister
i-9BUsH2Bn1bGihptNC5r7uq,2016-05-25,2019-01-21,Regeringen Löfven I,bostadsminister
i-9BUsH2Bn1bGihptNC5r7uq,2016-05-25,2019-01-21,Regeringen Löfven I,digitaliseringsminister
i-A6T9WoUzRwW8LUK52znHwX,2016-05-25,2019-01-21,Regeringen Löfven I,samordningsminister
i-HYbURAzNUTvqh65pcPmmZx,2016-05-25,2019-01-21,Regeringen Löfven I,EU-minister
i-HYbURAzNUTvqh65pcPmmZx,2016-05-25,2019-09-10,Regeringen Löfven I,handelsminister
i-MUiNDqW5Ev9My8aekLct9L,2016-05-25,2019-01-21,Regeringen Löfven I,miljöminister
i-SZKUTdtCrCo58yNCQsH76,2016-05-25,2019-01-21,Regeringen Löfven I,integrationsminister
i-aihY66rhb8LqCkSn8GhKt,2016-05-25,2019-01-21,Regeringen Löfven I,minister för nordiskt samarbete
i-HYbURAzNUTvqh65pcPmmZx,2016-05-25,2019-09-10,Regeringen Löfven II,handelsminister
i-WVDVacqrD8GDk6UYBX3VJ2,2016-08-15,2016-09-13,Regeringen Löfven I,skolminister
i-WVDVacqrD8GDk6UYBX3VJ2,2016-08-15,2016-09-13,Regeringen Löfven I,ungdomsminister
i-9AVauGWoNZ6utf3kmZanbm,2016-09-13,,Regeringen Löfven I,skolminister
i-9AVauGWoNZ6utf3kmZanbm,2016-09-13,2019-01-21,Regeringen Löfven I,ungdomsminister
i-G8564CqEnhC5PBjZSwUxsE,2017-07-27,2022-10-18,Regeringen Andersson,infrastrukturminister
i-7M6cUJxC6g2gyqHr59NnJQ,2017-07-27,2019-01-21,Regeringen Löfven I,migrationsminister
i-9VQB2AJUahVE6YUpda5FKN,2017-07-27,2019-01-21,Regeringen Löfven I,socialminister
i-G8564CqEnhC5PBjZSwUxsE,2017-07-27,2022-10-18,Regeringen Löfven I,infrastrukturminister
i-UPW2cbGnTUbMZaKTrot5Bh,2017-07-27,2019-01-21,Regeringen Löfven I,inrikesminister
i-G8564CqEnhC5PBjZSwUxsE,2017-07-27,2022-10-18,Regeringen Löfven II,infrastrukturminister
i-G8564CqEnhC5PBjZSwUxsE,2017-07-27,2022-10-18,Regeringen Löfven III,infrastrukturminister
i-HxcQkHC9fDSzkJWgvdhDEF,2018-03-08,2019-01-21,Regeringen Löfven I,jämställdhetsminister
i-9AVauGWoNZ6utf3kmZanbm,2019-01-21,2022-10-18,Regeringen Andersson,utbildningsminister
i-4FL9252Gm3rHAifaDrXzaZ,2019-01-21,2021-07-09,Regeringen Löfven II,EU-minister
i-9AVauGWoNZ6utf3kmZanbm,2019-01-21,2022-10-18,Regeringen Löfven II,utbildningsminister
i-9BUsH2Bn1bGihptNC5r7uq,2019-01-21,2020-12-17,Regeringen Löfven II,biståndsminister
i-9CuY4EZ971YdyxJ8sudKc,2019-01-21,2021-02-05,Regeringen Löfven II,jämställdhetsminister
i-A6T9WoUzRwW8LUK52znHwX,2019-01-21,2021-11-30,Regeringen Löfven II,näringsminister
i-C2s3YhmmVmNkgvznmmnD4x,2019-01-21,2021-02-05,Regeringen Löfven II,bostadsminister
i-CicdbyfBoitjsXT8ugY99b,2019-01-21,2021-02-05,Regeringen Löfven II,miljöminister
i-HYbURAzNUTvqh65pcPmmZx,2019-01-21,2019-09-10,Regeringen Löfven II,minister för nordiskt samarbete
i-LKQKWG3JJUBFg12z1vrFwt,2019-01-21,2021-06-30,Regeringen Löfven II,landsbygdsminister
i-NW2TEoH8XmW9aSn2aKJ8EA,2019-01-21,2021-11-30,Regeringen Löfven II,digitaliseringsminister
i-NW2TEoH8XmW9aSn2aKJ8EA,2019-01-21,2021-11-30,Regeringen Löfven II,energiminister
i-PAgTpr3nkZRPEoiqjPKQAf,2019-01-21,2021-11-30,Regeringen Löfven II,demokratiminister
i-PAgTpr3nkZRPEoiqjPKQAf,2019-01-21,2021-11-30,Regeringen Löfven II,kulturminister
i-UPW2cbGnTUbMZaKTrot5Bh,2019-01-21,2021-07-09,Regeringen Löfven II,justitieminister
i-UPW2cbGnTUbMZaKTrot5Bh,2019-01-21,2021-11-30,Regeringen Löfven II,migrationsminister
i-9AVauGWoNZ6utf3kmZanbm,2019-01-21,2022-10-18,Regeringen Löfven III,utbildningsminister
i-A6T9WoUzRwW8LUK52znHwX,2019-01-21,2021-11-30,Regeringen Löfven III,näringsminister
i-NW2TEoH8XmW9aSn2aKJ8EA,2019-01-21,2021-11-30,Regeringen Löfven III,digitaliseringsminister
i-NW2TEoH8XmW9aSn2aKJ8EA,2019-01-21,2021-11-30,Regeringen Löfven III,energiminister
i-PAgTpr3nkZRPEoiqjPKQAf,2019-01-21,2021-11-30,Regeringen Löfven III,demokratiminister
i-PAgTpr3nkZRPEoiqjPKQAf,2019-01-21,2021-11-30,Regeringen Löfven III,kulturminister
i-UPW2cbGnTUbMZaKTrot5Bh,2019-01-21,2021-11-30,Regeringen Löfven III,migrationsminister
i-HYbURAzNUTvqh65pcPmmZx,2019-09-10,2022-10-18,Regeringen Andersson,utrikesminister
i-PeMj54xpJ7ARDpgP8iEYQ9,2019-09-10,2022-10-18,Regeringen Andersson,arbetsmarknadsminister
i-8eXWd1vC6ZRoeQdNAwzhbS,2019-09-10,,Regeringen Löfven II,minister för nordiskt samarbete
i-8eXWd1vC6ZRoeQdNAwzhbS,2019-09-10,,Regeringen Löfven II,utrikeshandelsminister
i-HYbURAzNUTvqh65pcPmmZx,2019-09-10,2022-10-18,Regeringen Löfven II,utrikesminister
i-PeMj54xpJ7ARDpgP8iEYQ9,2019-09-10,2022-10-18,Regeringen Löfven II,arbetsmarknadsminister
i-UPW2cbGnTUbMZaKTrot5Bh,2019-09-10,2021-11-30,Regeringen Löfven II,Statsministerns ställföretädare
i-HYbURAzNUTvqh65pcPmmZx,2019-09-10,2022-10-18,Regeringen Löfven III,utrikesminister
i-PeMj54xpJ7ARDpgP8iEYQ9,2019-09-10,2022-10-18,Regeringen Löfven III,arbetsmarknadsminister
i-UPW2cbGnTUbMZaKTrot5Bh,2019-09-10,2021-11-30,Regeringen Löfven III,Statsministerns ställföretädare
i-H5adqkd1GxXFzroXZN7LCf,2019-10-01,2021-11-30,Regeringen Löfven II,civilminister
i-LGnWAFHmtMWgHhZSuUL8EB,2019-10-01,,Regeringen Löfven II,socialförsäkringsminister
i-H5adqkd1GxXFzroXZN7LCf,2019-10-01,2021-11-30,Regeringen Löfven III,civilminister
i-CicdbyfBoitjsXT8ugY99b,2020-12-17,2021-02-05,Regeringen Löfven II,biståndsminister
i-9CuY4EZ971YdyxJ8sudKc,2021-02-05,2021-11-30,Regeringen Löfven II,finansmarknadsminister
i-A7r9RuWHjYFLa2Zviisv8B,2021-02-05,2021-11-30,Regeringen Löfven II,biståndsminister
i-C2s3YhmmVmNkgvznmmnD4x,2021-02-05,2021-11-30,Regeringen Löfven II,klimatminister
i-C2s3YhmmVmNkgvznmmnD4x,2021-02-05,2021-11-30,Regeringen Löfven II,miljöminister
i-PjQgLPLrkyDV2oYQfyuWq2,2021-02-05,2021-11-30,Regeringen Löfven II,bostadsminister
i-PjQgLPLrkyDV2oYQfyuWq2,2021-02-05,2021-11-30,Regeringen Löfven II,jämställdhetsminister
i-9CuY4EZ971YdyxJ8sudKc,2021-02-05,2021-11-30,Regeringen Löfven III,finansmarknadsminister
i-A7r9RuWHjYFLa2Zviisv8B,2021-02-05,2021-11-30,Regeringen Löfven III,biståndsminister
i-C2s3YhmmVmNkgvznmmnD4x,2021-02-05,2021-11-30,Regeringen Löfven III,klimatminister
i-C2s3YhmmVmNkgvznmmnD4x,2021-02-05,2021-11-30,Regeringen Löfven III,miljöminister
i-PjQgLPLrkyDV2oYQfyuWq2,2021-02-05,2021-11-30,Regeringen Löfven III,bostadsminister
i-PjQgLPLrkyDV2oYQfyuWq2,2021-02-05,2021-11-30,Regeringen Löfven III,jämställdhetsminister
i-4FL9252Gm3rHAifaDrXzaZ,2021-07-09,2022-10-18,Regeringen Andersson,EU-minister
i-4FL9252Gm3rHAifaDrXzaZ,2021-07-09,2022-10-18,Regeringen Löfven III,EU-minister
i-UPW2cbGnTUbMZaKTrot5Bh,2021-07-09,2021-11-30,Regeringen Löfven III,justitieminister
i-EDao2Bn1aKSyrw9vFDbxpE,2021-11-30,2022-10-18,Regeringen Andersson,kulturminister
i-TvxkyB44TapcZqHJAqPGrn,2021-11-30,2022-10-18,Regeringen Andersson,skolminister
i-UPW2cbGnTUbMZaKTrot5Bh,2021-11-30,2022-10-18,Regeringen Andersson,justitieminister
i-26JwMpJPh7ufEnA9hhtP9j,2022-10-18,,Regeringen Kristersson,finansmarknadsminister
i-3Grh8TCtLTMtZdMgN1X5RJ,2022-10-18,,Regeringen Kristersson,försvarsminister
i-6X8Fc68oRcYCskG3k248x5,2022-10-18,,Regeringen Kristersson,minister för civilt försvar
i-7FjNhEaszmRyzFCMMdCPPW,2022-10-18,,Regeringen Kristersson,landsbygdsminister
i-84DiaFjYsBoBUQnKJiSte9,2022-10-18,,Regeringen Kristersson,finansminister
i-8uoKV5sqsJoS76di7i7eSz,2022-10-18,,Regeringen Kristersson,klimatminister
i-8uoKV5sqsJoS76di7i7eSz,2022-10-18,,Regeringen Kristersson,miljöminister
i-E25SjiKakKHVe6mbHVtKjb,2022-10-18,,Regeringen Kristersson,kulturminister
i-GAMxNriJFxoi8diZPM78s6,2022-10-18,,Regeringen Kristersson,Biträdande arbetsmarknadsminister
i-GAMxNriJFxoi8diZPM78s6,2022-10-18,,Regeringen Kristersson,jämställdhetsminister
i-KPGvtK4s6Zp3E6XH6vj18n,2022-10-18,,Regeringen Kristersson,utrikesminister
i-L9ZSh2ArmookNvPoaXVgbB,2022-10-18,,Regeringen Kristersson,skolminister
i-MEQoHPb6qh2nYtPCAZQYv3,2022-10-18,,Regeringen Kristersson,migrationsminister
i-NHqTsXnUVsZFg94vA6SKDr,2022-10-18,,Regeringen Kristersson,sjukvårdsminister
i-NRWqqo7iPdzBV8QrJyKnQb,2022-10-18,,Regeringen Kristersson,biståndsminister
i-NRWqqo7iPdzBV8QrJyKnQb,2022-10-18,,Regeringen Kristersson,utrikeshandelsminister
i-PyYxwdbw2KYpXyCWKWHmmT,2022-10-18,,Regeringen Kristersson,arbetsmarknadsminister
i-PyYxwdbw2KYpXyCWKWHmmT,2022-10-18,,Regeringen Kristersson,integrationsminister
i-Rnfnn4obDpnaqUDNA9Y8Fu,2022-10-18,,Regeringen Kristersson,justitieminister
i-SvMHLyZPvreCGKnj63vgkc,2022-10-18,,Regeringen Kristersson,civilminister
i-TMBKCxFj2h6LkEEpYodyut,2022-10-18,,Regeringen Kristersson,EU-minister
i-TodycJLEopZCV6uNkQANDV,2022-10-18,,Regeringen Kristersson,socialminister
i-U4pHk2tFdyZvzTiVobxoV7,2022-10-18,,Regeringen Kristersson,socialförsäkringsminister
i-U4pHk2tFdyZvzTiVobxoV7,2022-10-18,,Regeringen Kristersson,äldreminister
i-UgG6CqxVABxx5Hq9mpcZ8M,2022-10-18,,Regeringen Kristersson,energiminister
i-UgG6CqxVABxx5Hq9mpcZ8M,2022-10-18,,Regeringen Kristersson,näringsminister
i-UgG6CqxVABxx5Hq9mpcZ8M,2022-10-18,,Regeringen Kristersson,vice statsminister
i-V4PGuKUAKzYUXWKqj2bLeL,2022-10-18,,Regeringen Kristersson,bostadsminister
i-V4PGuKUAKzYUXWKqj2bLeL,2022-10-18,,Regeringen Kristersson,infrastrukturminister
i-VBA6eUH2CpmPZFgqzCpt9N,2022-10-18,,Regeringen Kristersson,utbildningsminister
i-Ws7TTEJpudwigKX5RjyhR4,2022-10-18,,Regeringen Kristersson,socialtjänstminister
i-bRyJHEKb5DCkicXkuZwMY,2022-10-18,,Regeringen Kristersson,statsminister
i-Wi2vnkLReiHaYR9PkV1x2i,2024-09-10,2025-09-07,Regeringen Kristersson,statsråd
i-NdZbCeRpyiTPZMpjifyckg,2025-04-01,2025-09-07,Regeringen Kristersson,statsråd
i-5XVtbYzwdrZ6ftQvXXkYo5,2025-06-28,2026-03-01,Regeringen Kristersson,arbetsmarknadsminister
i-NdZbCeRpyiTPZMpjifyckg,2025-09-08,,Regeringen Kristersson,jämställdhetsminister
i-Wi2vnkLReiHaYR9PkV1x2i,2025-09-08,,Regeringen Kristersson,biståndsminister
i-Wi2vnkLReiHaYR9PkV1x2i,2025-09-08,,Regeringen Kristersson,utrikeshandelsminister
i-5XVtbYzwdrZ6ftQvXXkYo5,2026-03-02,2026-06-14,Regeringen Kristersson,arbetsmarknadsminister
i-5XVtbYzwdrZ6ftQvXXkYo5,2026-03-02,2026-06-14,Regeringen Kristersson,klimatminister
i-5XVtbYzwdrZ6ftQvXXkYo5,2026-03-02,2026-06-14,Regeringen Kristersson,miljöminister
i-5XVtbYzwdrZ6ftQvXXkYo5,2026-06-15,,Regeringen Kristersson,arbetsmarknadsminister
